candidate_id,source_kind,source_name,source_url,registration_urls,title_hint,provider_hint,venue_hint,postal_hint,area_hints,date_hints,time_hints,cost_hints,age_hints,topic_hints,excerpt_or_notes,missing_for_ckb,priority_score,review_decision,reviewed_at,reviewed_by,review_notes
SOC-22691c75ef65,public_telegram_candidate,NParks Buzz,https://t.me/nparksbuzz/2614,http://go.gov.sg/guidelines-animal-shelters | http://go.gov.sg/avstnrmdogs | http://go.gov.sg/paws-in-the-city | https://t.me/nparksbuzz/2614,🔸New Guidelines for Animal Shelters launched to safeguard animal welfare in Singapore🔸,NParks Buzz,,,Jurong West | Punggol | Bishan,29 August 2026,11am | 8pm,free,,nature | walking | gardening | volunteering,"🔸New Guidelines for Animal Shelters launched to safeguard animal welfare in Singapore🔸 Every animal deserves a safe, caring environment while waiting for a forever home. ❤️ AVS launched the Guidelines for Animal Shelters today at Paws in the City, AVS' first adoption drive in Sin",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-2e03e22d10a9,public_telegram_candidate,Bishan Connects,https://t.me/bishancc/1148,https://t.me/bishancc/1148,Celebrate Singapore's 61st Birthday with your neighbours at the Bishan East-Sin Ming National Day Observance Ceremony!,Bishan Connects,,,Bishan,9 August 2026,8.00am | 12.00pm,free,,arts | sport | workshops | youth | community,"Celebrate Singapore's 61st Birthday with your neighbours at the Bishan East-Sin Ming National Day Observance Ceremony! 🗓️Date: Sunday, 9 August 2026 ⏰Time: 8.00am – 12.00pm 🏟️Venue: Bishan CC Covered Plaza Join us for a fun-filled morning of community spirit and national pride! T",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-3164e085d5d5,public_telegram_candidate,Gek Poh Central Residents' Network,https://t.me/gekpohcentral/870,https://t.me/gekpohcentral/870,[Enhanced Cost-of-living Special Payment],Gek Poh Central Residents' Network,,,Jurong West,,,$100,aged 21,arts | sport | workshops | community,"[Enhanced Cost-of-living Special Payment] To get this payment, one has to be a Singapore Citizen who is staying here, and is aged 21 years or above in 2026. Also, they must not have an assessable income in the year of assessment 2025 that exceeds $100,000, and not own more than o",verified_at | verified_by | planning_area | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-326306f60952,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3966,https://t.me/oneboonlay/3966,💕 Renewal of Vows 2026 – Our Love Journey 💕,OneBoonLay,,,Jurong West,20 September 2026,5.00pm | 8.00pm,$15 | $20,,community | arts | performances | workshops | youth,"💕 Renewal of Vows 2026 – Our Love Journey 💕 Celebrate love and reaffirm your commitment to your spouse at a special evening filled with music, dance, fun love quizzes and exciting activities! 💍❤️ 📅 Sunday, 20 September 2026 ⏰ 5.00pm – 8.00pm 📍 Republic of Singapore Yacht Club 🎟️ ",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-3d17dc53efab,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3960,https://t.me/oneboonlay/3960 | https://go.gov.sg/blccwec-rainbowjelly-mooncake | https://go.gov.sg/blcc-wec-walnut-mooncake | https://go.gov.sg/blcc-wec-oreo-mooncake | https://go.gov.sg/blcc-wec-traditional-eggyolk-mooncake,🌕✨ Mooncake Making Workshops @ Boon Lay CC!🥮🐰,OneBoonLay,,,Jurong West,9 Sept | 12 Sept | 13 Sept,10:30am | 12:30pm | 2pm | 4pm,$20 | $25 | $30,,community | arts | performances | workshops | youth,"🌕✨ Mooncake Making Workshops @ Boon Lay CC!🥮🐰 Mid-Autumn Festival is coming! 🎉 Why not spend some quality time learning to make your own delicious mooncakes? 👩🏻‍🍳👨🏻‍🍳💕 We have 4 exciting workshops for you to choose from: 🌈Rainbow Jelly Mooncake– $20/pax 📅 9 Sept (Wed), 10:30am–12",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-46273ef490bd,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3967,https://t.me/oneboonlay/3967,💕 Renewal of Vows 2026 – Our Love Journey 💕,OneBoonLay,,,Jurong West,20 September 2026,5.00pm | 8.00pm,$15 | $20,,community | arts | performances | workshops | youth,"💕 Renewal of Vows 2026 – Our Love Journey 💕 Celebrate love and reaffirm your commitment to your spouse at a special evening filled with music, dance, fun love quizzes and exciting activities! 💍❤️ 📅 Sunday, 20 September 2026 ⏰ 5.00pm – 8.00pm 📍 Republic of Singapore Yacht Club 🎟️ ",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-4819d5019e93,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3937,https://t.me/oneboonlay/3937,💕 Renewal of Vows 2026 – Our Love Journey 💕,OneBoonLay,,,Jurong West,20 September 2026,5.00pm | 8.00pm,$15 | $20,,community | arts | performances | workshops | youth,"💕 Renewal of Vows 2026 – Our Love Journey 💕 Celebrate love and reaffirm your commitment to your spouse at a special evening filled with music, dance, fun love quizzes and exciting activities! 💍❤️ 📅 Sunday, 20 September 2026 ⏰ 5.00pm – 8.00pm 📍 Republic of Singapore Yacht Club 🎟️ ",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-4c0bbfec1dfd,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3947,https://t.me/oneboonlay/3947 | https://go.gov.sg/nuhspdtj,Join us at the NUHS Pharmacy Health Carnival! Bring your family and friends for a fun-filled morning packed with interac,OneBoonLay,,,Jurong West,13 September 2026,10:00 AM | 2:00 PM | 9:50 AM | 9:55 AM,free,,community | arts | performances | workshops | youth,"Join us at the NUHS Pharmacy Health Carnival! Bring your family and friends for a fun-filled morning packed with interactive games, free health talks, photo booths, cup corn, and exciting goodie bags. • ​📅 Date: 13 September 2026 (Sunday) • ​⏰ Time: 10:00 AM – 2:00 PM • ​📍 Venue:",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-518e8dd2fc60,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3932,https://t.me/oneboonlay/3932,🦁 SEMI-FINAL NIGHT. LET’S ROAR TOGETHER! 🇸🇬⚽,OneBoonLay,,,Jurong West,15 AUG | AUG 8,8.30PM,FREE,,community | arts | performances | workshops | youth,"🦁 SEMI-FINAL NIGHT. LET’S ROAR TOGETHER! 🇸🇬⚽ The Lions are back in action — and we’re bringing the watch party atmosphere to Boon Lay CC! 🔥 🥤 FREE RED & WHITE SLUSHIES! ❤️🤍 Simply complete a short survey on the spot tomorrow to redeem yours! ❄️ 200 cups only — first come, first s",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-590fb4d93395,public_telegram_candidate,BAGUS Together,https://t.me/bagustogether/643,https://t.me/bagustogether/643 | https://www.instagram.com/cognizant/ | https://bit.ly/ai-for-workplaces,Most people have tried AI. But there's a big gap between trying it and confidently using it in your groundup’s daily wor,BAGUS Together,,059817,Punggol,21 July 2026,7pm | 9.30pm | 6.30pm,,,youth | coding | volunteering | cycling | community,"Most people have tried AI. But there's a big gap between trying it and confidently using it in your groundup’s daily work. That’s exactly what the AI for Groundups workshop is designed to close.​ Led by Cognizant volunteers, this hands-on workshop gives you guided practice with G",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-597eae8cfd37,public_telegram_candidate,BAGUS Together,https://t.me/bagustogether/624,https://t.me/bagustogether/624 | https://www.instagram.com/nevox.sg/ | http://forms.gle/dhXZ9MTNwHq1bhbu9,How do you introduce yourself without work 🤔?,BAGUS Together,,,Punggol,26 Jun 2026,6.30pm | 9.30pm,$15,,youth | coding | volunteering | cycling | community,"How do you introduce yourself without work 🤔? Join NEVOX's NotWorking session, where playful prompts and small-group exchanges explore what gets left out when work becomes the primary introduction, what feels awkward when it doesn't, and what other ways of connecting might become",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-5c3487ef2022,public_telegram_candidate,Gek Poh Central Residents' Network,https://t.me/gekpohcentral/839,https://t.me/gekpohcentral/839 | https://go.gov.sg/js-gpcsnbowling,🎳 Jurong Spring-Gek Poh CSN Family Fun Bowl 2026 🎳,Gek Poh Central Residents' Network,,,Jurong West,16 August 2026,9.30am | 12.30pm | 9.00am,$80,,arts | sport | workshops | community,"🎳 Jurong Spring-Gek Poh CSN Family Fun Bowl 2026 🎳 Gather your family and friends for a fun-filled morning of bowling, friendly competition and exciting prizes! 📅 Date: 16 August 2026 (Sunday) 🕤 Time: 9.30am – 12.30pm (Check-in from 9.00am) 📍 Venue: Westwood Bowl @ Civil Service ",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-68d68254f271,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3945,https://t.me/oneboonlay/3945 | http://go.gov.sg/wcr2026,🎸 West Coast ROCKS! 2026 is back! 🎆,OneBoonLay,,,Jurong West,29 August 2026,4.00pm | 10.00pm,FREE | $5 | $6,,community | arts | performances | workshops | youth,"🎸 West Coast ROCKS! 2026 is back! 🎆 Get ready for an unforgettable evening of live music, carnival games, great food, and a spectacular fireworks finale at West Coast Park Grand Lawn! 📅 Saturday, 29 August 2026 🕓 4.00pm – 10.00pm 📍 West Coast Park Grand Lawn 🎟️ FREE Admission Com",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-6945998f38df,public_telegram_candidate,Bishan Connects,https://t.me/bishancc/1156,https://t.me/bishancc/1156,🌿🐦 Love nature and wildlife? Come explore one of Singapore’s most fascinating ecosystems with us!,Bishan Connects,,,Bishan,23 August 2026,8:00 AM | 12:00 PM,$3,,arts | sport | workshops | youth | community,🌿🐦 Love nature and wildlife? Come explore one of Singapore’s most fascinating ecosystems with us! Join our upcoming Guided Nature Tour to Sungei Buloh Wetland Reserve and discover the incredible biodiversity hidden within Singapore’s wetlands. From unique migratory birds to fasci,verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-6a5912702e28,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3957,https://www.onepa.gov.sg/events/boon-lay-ccc-csn-telematch-valorant-boon-lay-cc-september-2026-e96765259 | https://t.me/oneboonlay/3957,"☕🎮 BOON LAY 'MIND CAFÉ — COME, CHILL & CONNECT! 🎮☕",OneBoonLay,,,Jurong West,20 September 2026,2.00pm | 5.00pm | 8.00pm | 10am | 6pm,FREE,,community | arts | performances | workshops | youth,"☕🎮 BOON LAY 'MIND CAFÉ — COME, CHILL & CONNECT! 🎮☕ Looking for a cosy place to chill, play games and spend time with your friends and family? Come join us at Boon Lay CC MPH! 💛 📅 20 September 2026 (Sunday) ⏰ 2.00pm – 5.00pm (📺 Telematch Valorant Screening: Till 8.00pm) 📍 Boon Lay",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-6dd675ae945e,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3934,https://t.me/oneboonlay/3934,🎤 Mark your calendars! 🎤,OneBoonLay,,640221,Jurong West,29th August 2026,7pm | 9pm,,,community | arts | performances | workshops | youth,"🎤 Mark your calendars! 🎤 We’re bringing the rhythm to Boon Lay this August! Join us for a night of soulful tunes with the ""飞禽走兽"" duo at the Boon Lay Shopping Centre. 📅 Date: 29th August 2026 (Saturday) ⏰ Time: 7pm – 9pm 📍 Location: 221 Boon Lay Place (S) 640221 Grab your friends ",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-6edbc3e14a95,public_telegram_candidate,Alpha Fitness Workouts,https://t.me/alphaworkout/974,https://t.me/alphaworkout/974 | http://go.gov.sg/start2move,"On top of that, Easties, we’re back! 🎉",Alpha Fitness Workouts,,,Punggol,17 Nov | 22 Dec,5:30PM | 6:30PM,FREE,,fitness | dance | sport,"On top of that, Easties, we’re back! 🎉 Join our FREE 6-week Start2Move course at ✨Our Tampines Hub✨ and learn simple, guided exercises to move better and feel stronger! 💪 🗓 17 Nov – 22 Dec (Mondays) ⏰ 5:30PM – 6:30PM 👉 Sign up via go.gov.sg/start2move ! #Start2Move #HealthierSG #",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-6f43406c9a0d,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3939,https://t.me/oneboonlay/3939 | https://go.gov.sg/swcommunityjobfair-boonlay,Looking for job opportunities closer to home? 💼🏠,OneBoonLay,,649882,Jurong West,4 September 2026,10.00am | 4.00pm,,,community | arts | performances | workshops | youth,"Looking for job opportunities closer to home? 💼🏠 Join us at the South West Community Job Fair @ Boon Lay CC and meet employers face-to-face! 📅 3–4 September 2026 (Thursday and Friday) ⏰ 10.00am–4.00pm 📍 Boon Lay Community Club, Level 1 Multi-Purpose Hall 10 Boon Lay Place, Singap",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-846b3845c8a7,public_telegram_candidate,Taman Jurong Kakis,https://t.me/TamanJurongCC/969,https://t.me/TamanJurongCC/969 | http://go.gov.sg/tjfrideals,🎉 Fri-deal @ Taman Jurong! 🎉,Taman Jurong Kakis,,,Jurong West,24 Jul | 28 Aug | 25 Sep 2026,6PM | 8PM,$2,,community | performances | workshops | wellbeing,"🎉 Fri-deal @ Taman Jurong! 🎉 Looking to stretch your dollar? Don’t miss our Fri-deal – Enjoy household essentials for just $2 per deal – limited to the first 100 participants each month! 📅 Dates: 24 Jul, 28 Aug, 25 Sep 2026 🕕 Time: 6PM – 8PM 📍 Venue: Taman Jurong CC, Level 1 Foye",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-8af831635587,public_telegram_candidate,Taman Jurong Kakis,https://t.me/TamanJurongCC/995,https://t.me/TamanJurongCC/995 | http://go.gov.sg/cvrcnd26,🚨 Red Cross Next Door 🚨,Taman Jurong Kakis,,,Jurong West,29 August 2026,2pm | 6pm,complimentary,,community | performances | workshops | wellbeing,"🚨 Red Cross Next Door 🚨 Ever wondered what the Red Cross actually does? Come find out — and have a blast doing it! 🎉 📅 29 August 2026 (Saturday) ⏰ 2pm – 6pm 📍 Taman Jurong Community Club We're heading to Red Cross House for a guided tour, getting hands-on with first aid through i",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-94eb0d785771,public_telegram_candidate,Gek Poh Central Residents' Network,https://t.me/gekpohcentral/846,https://t.me/gekpohcentral/846,🇸🇬🎉 Jurong Spring–Gek Poh National Day Carnival 2026 is here! 🎉🇸🇬,Gek Poh Central Residents' Network,,,Jurong West,1 August 2026,5.30pm | 9.00pm,FREE,,arts | sport | workshops | community,"🇸🇬🎉 Jurong Spring–Gek Poh National Day Carnival 2026 is here! 🎉🇸🇬 Celebrate Singapore’s 61st National Day with an evening of fun, performances, games, and community spirit! ❤️🤍 📅 Date: Saturday, 1 August 2026 🕠 Time: 5.30pm – 9.00pm 📍 Venue: Jurong Spring CC ✨ Look forward to: 🎭 ",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
